symbol,theme_id,theme_label,theme_family,membership_type,assignment_order,fit_score,corr_with_theme_moves,med_abs_resid,fit_overlap_months,sector_mode,industry_mode,primary_theme_id
DYNAMATECH,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
E2E,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
EBGNG,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
ECLERX,IND::IT Consulting & Software::B::B::B,IT Consulting & Software · Group 3,IT Consulting & Software,primary,1,1.0,,,,Technology,BPO/KPO,IND::IT Consulting & Software::B::B::B
EDELWEISS,IND::Other Financial Services,Other Financial Services,Other Financial Services,primary,1,1.0,,,,Financial Services,Other Financial Services,IND::Other Financial Services
EICHERMOT,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,primary,1,1.0,,,,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
EICHERMOT,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,secondary,2,0.2472,0.4046,0.12,50.0,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
EIDPARRY,IND::Other Food Products,Other Food Products,Other Food Products,primary,1,1.0,,,,Basic Materials,Other Food Products,IND::Other Food Products
EIHOTEL,IND::Hotels,Hotels,Hotels,primary,1,1.0,,,,Consumer Cyclical,Hotels,IND::Hotels
EIHOTEL,IND::Travel Support Services,Travel Support Services,Travel Support Services,secondary,2,0.2427,0.4303,0.195,50.0,Consumer Cyclical,Hotels,IND::Hotels
ELECON,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::B
ELLEN,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
EMAMILTD,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
EMAMILTD,IND::Cigarettes-Tobacco Products,Cigarettes-tobacco Products,Cigarettes-tobacco Products,secondary,2,0.2118,0.3755,0.17,50.0,Consumer Defensive,Personal Products,IND::Personal Products
EMAMILTD,IND::Packaged Foods,Packaged Foods,Packaged Foods,secondary,3,0.204,0.3729,0.19,50.0,Consumer Defensive,Personal Products,IND::Personal Products
EMCURE,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
EMIL,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,primary,1,1.0,,,,Consumer Cyclical,Consumer Electronics,IND::Consumer Electronics
EMMVEE,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
ENDURANCE,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
ENGINERSIN,IND::Shipping,Shipping,Shipping,primary,1,1.0,,,,Industrials,Consulting Services,IND::Shipping
ENRIN,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
ENTERO,IND::General Insurance,General Insurance,General Insurance,primary,1,1.0,,,,,,IND::General Insurance
EPACK,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
EPACK,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,secondary,2,0.1686,0.3062,0.1525,20.0,,,UNCLASSIFIED::B::B::A::A::B
EPACKPEB,UNCLASSIFIED::B::A::B::NoRank::3,Cross-sector (no Rank) · Group 3,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::3
EPIGRAL,IND::Agrochemicals,Agrochemicals,Agrochemicals,primary,1,1.0,,,,,,IND::Agrochemicals
EPL,IND::Containers & Packaging,Containers & Packaging,Containers & Packaging,primary,1,1.0,,,,Consumer Cyclical,Containers & Packaging,IND::Containers & Packaging
EPL,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,secondary,2,0.2107,0.3782,0.18,50.0,Consumer Cyclical,Containers & Packaging,IND::Containers & Packaging
EQUITASBNK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
EQUITASBNK,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),secondary,2,0.343,0.5757,0.2,50.0,Financial Services,Banks,IND::Banks::A
EQUITASBNK,IND::Banks::B::A,Banks · Group 3,Banks,secondary,3,0.1819,0.3381,0.1825,50.0,Financial Services,Banks,IND::Banks::A
ERIS,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
ERIS,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,secondary,2,0.1838,0.329,0.155,50.0,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
ESABINDIA,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
ESCORTS,IND::Commercial Vehicles,Commercial Vehicles,Commercial Vehicles,primary,1,1.0,,,,Industrials,Commercial Vehicles,IND::Commercial Vehicles
ETERNAL,IND::Healthcare Services,Healthcare Services,Healthcare Services,primary,1,1.0,,,,,,IND::Healthcare Services
ETHOSLTD,IND::Specialty Retail,Specialty Retail,Specialty Retail,primary,1,1.0,,,,Consumer Cyclical,Specialty Retail,IND::Specialty Retail
EUREKAFORB,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
EUROPRATIK,UNCLASSIFIED::B::A::B::NoRank::1,Cross-sector (no Rank) · Group 1,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::1
EXIDEIND,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
EXIDEIND,IND::Travel Support Services,Travel Support Services,Travel Support Services,secondary,2,0.2216,0.398,0.19,50.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
FDC,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
FEDERALBNK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
FEDFINA,IND::Finance (including NBFCs)::A,Finance (including Nbfcs) · Group 3,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::A
FIEMIND,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
FIEMIND,IND::Department Stores,Department Stores,Department Stores,secondary,2,0.1874,0.3427,0.175,38.0,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::A
FILATEX,UNCLASSIFIED::B::B::A::B::A,Cross-sector · Group 9,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::A
FINCABLES,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
FINCABLES,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,secondary,2,0.2841,0.4626,0.1325,50.0,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
FINEORG,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
FINEORG,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,secondary,2,0.2414,0.3791,0.08,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
FINEORG,IND::Paper & Paper Products,Paper & Paper Products,Paper & Paper Products,secondary,3,0.1899,0.3376,0.155,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
FINPIPE,IND::Plastic Products,Plastic Products,Plastic Products,primary,1,1.0,,,,Industrials,Plastic Products,IND::Plastic Products
FINPIPE,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,secondary,2,0.1971,0.3501,0.16,50.0,Industrials,Plastic Products,IND::Plastic Products
FINPIPE,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,secondary,3,0.1719,0.3291,0.195,50.0,Industrials,Plastic Products,IND::Plastic Products
FIRSTCRY,UNCLASSIFIED::B::A::B,Cross-sector · Group 1,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B
FIVESTAR,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
FIVESTAR,IND::Banks::B::A,Banks · Group 3,Banks,secondary,2,0.1964,0.361,0.1875,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
FIVESTAR,IND::Housing Finance,Housing Finance,Housing Finance,secondary,3,0.1694,0.3095,0.1575,50.0,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
FLAIR,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Commodity Printing/Stationery,IND::Industrial Machinery::A
FLUOROCHEM,IND::Specialty Chemicals::A,Specialty Chemicals · Group 1,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
FLUOROCHEM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,secondary,2,0.1632,0.3114,0.1825,50.0,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::A
FORCEMOT,IND::Cars & Utility Vehicles,Cars & Utility Vehicles,Cars & Utility Vehicles,primary,1,1.0,,,,Consumer Cyclical,Cars & Utility Vehicles,IND::Cars & Utility Vehicles
FORTIS,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
FOSECOIND,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::A::B
FSL,IND::IT Consulting & Software::A,IT Consulting & Software · Group 4,IT Consulting & Software,primary,1,1.0,,,,Technology,BPO/KPO,IND::IT Consulting & Software::A
FUSION,IND::Finance (including NBFCs)::B::B,Finance (including Nbfcs) · Group 2,Finance (including Nbfcs),primary,1,1.0,,,,Financial Services,Finance (including NBFCs),IND::Finance (including NBFCs)::B::B
GABRIEL,IND::Auto Parts & Equipment::B::B::B,Auto Parts & Equipment · Group 3,Auto Parts & Equipment,primary,1,1.0,,,,Consumer Cyclical,Auto Parts & Equipment,IND::Auto Parts & Equipment::B::B::B
GAIL,IND::Utilities:Non-Electrical,Utilities:non-electrical,Utilities:non-electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
GAIL,IND::Electric Utilities::A,Electric Utilities · Group 1,Electric Utilities,secondary,2,0.3347,0.4952,0.04,50.0,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
GALAXYSURF,IND::Specialty Chemicals::B,Specialty Chemicals · Group 2,Specialty Chemicals,primary,1,1.0,,,,Basic Materials,Specialty Chemicals,IND::Specialty Chemicals::B
GALLANTT,UNCLASSIFIED::A::A,Cross-sector · Group 2,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::A
GARFIBRES,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
GATEWAY,IND::Transportation - Logistics,Transportation - Logistics,Transportation - Logistics,primary,1,1.0,,,,Industrials,Transportation - Logistics,IND::Transportation - Logistics
GESHIP,IND::Shipping,Shipping,Shipping,primary,1,1.0,,,,Industrials,Shipping,IND::Shipping
GESHIP,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,secondary,2,0.2729,0.437,0.11,50.0,Industrials,Shipping,IND::Shipping
GESHIP,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,secondary,3,0.1872,0.3209,0.125,50.0,Industrials,Shipping,IND::Shipping
GHCL,IND::Commodity Chemicals,Commodity Chemicals,Commodity Chemicals,primary,1,1.0,,,,Basic Materials,Commodity Chemicals,IND::Commodity Chemicals
GICRE,IND::General Insurance,General Insurance,General Insurance,primary,1,1.0,,,,Financial Services,General Insurance,IND::General Insurance
GILLETTE,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
GLAND,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
GLAXO,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
GLENMARK,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
GLOBUSSPR,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Breweries & Distilleries,IND::Breweries & Distilleries
GMDCLTD,IND::Refineries/Petro-Products,Refineries / Petro-products,Refineries / Petro-products,primary,1,1.0,,,,Energy,Coal,IND::Refineries/Petro-Products
GMMPFAUDLR,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Industrial Machinery,IND::Industrial Machinery::A
GMRAIRPORT,UNCLASSIFIED::A::B,Cross-sector · Group 4,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::A::B
GMRAIRPORT,UNCLASSIFIED::B::B::A::A::B,Cross-sector · Group 5,Cross-sector,secondary,2,0.2101,0.3816,0.19,21.0,,,UNCLASSIFIED::A::B
GOCOLORS,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,primary,1,1.0,,,,Consumer Cyclical,Other Apparels & Accessories,IND::Other Apparels & Accessories
GODFRYPHLP,IND::Cigarettes-Tobacco Products,Cigarettes-tobacco Products,Cigarettes-tobacco Products,primary,1,1.0,,,,Consumer Defensive,Cigarettes-Tobacco Products,IND::Cigarettes-Tobacco Products
GODFRYPHLP,IND::Other Food Products,Other Food Products,Other Food Products,secondary,2,0.2018,0.3311,0.1,50.0,Consumer Defensive,Cigarettes-Tobacco Products,IND::Cigarettes-Tobacco Products
GODIGIT,THEME::Cdmo,CDMO,CDMO,primary,1,1.0,,,,,,THEME::Cdmo
GODREJAGRO,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,primary,1,1.0,,,,Consumer Defensive,Other Agricultural Products,IND::Breweries & Distilleries
GODREJCP,IND::Personal Products,Personal Products,Personal Products,primary,1,1.0,,,,Consumer Defensive,Personal Products,IND::Personal Products
GODREJCP,IND::Breweries & Distilleries,Breweries & Distilleries,Breweries & Distilleries,secondary,2,0.2506,0.4104,0.1225,50.0,Consumer Defensive,Personal Products,IND::Personal Products
GODREJCP,IND::Packaged Foods,Packaged Foods,Packaged Foods,secondary,3,0.2039,0.3428,0.12,50.0,Consumer Defensive,Personal Products,IND::Personal Products
GODREJIND,IND::Industrial Machinery::A,Industrial Machinery · Group 1,Industrial Machinery,primary,1,1.0,,,,Industrials,Diversified,IND::Industrial Machinery::A
GODREJPROP,IND::Realty::B,Realty · Group 1,Realty,primary,1,1.0,,,,Real Estate,Realty,IND::Realty::B
GOKEX,IND::Textiles,Textiles,Textiles,primary,1,1.0,,,,Consumer Cyclical,Textiles,IND::Textiles
GOKEX,IND::Consumer Electronics,Consumer Electronics,Consumer Electronics,secondary,2,0.277,0.4611,0.1525,50.0,Consumer Cyclical,Textiles,IND::Textiles
GPIL,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,primary,1,1.0,,,,Basic Materials,Iron & Steel/Interm.Products,IND::Iron & Steel/Interm.Products
GPPL,IND::Marine Port & Services,Marine Port & Services,Marine Port & Services,primary,1,1.0,,,,Industrials,Marine Port & Services,IND::Marine Port & Services
GPPL,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,secondary,2,0.2006,0.3636,0.18,50.0,Industrials,Marine Port & Services,IND::Marine Port & Services
GPPL,IND::Heavy Electrical Equipment::A,Heavy Electrical Equipment · Group 1,Heavy Electrical Equipment,secondary,3,0.199,0.354,0.1625,50.0,Industrials,Marine Port & Services,IND::Marine Port & Services
GRANULES,IND::Pharmaceuticals::B::A::B::B,Pharmaceuticals · Group 2,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::B
GRAPHITE,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
GRASIM,IND::Cement & Cement Products,Cement & Cement Products,Cement & Cement Products,primary,1,1.0,,,,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
GRASIM,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,secondary,2,0.211,0.3571,0.13,50.0,Basic Materials,Cement & Cement Products,IND::Cement & Cement Products
GRAVITA,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Non-Ferrous Metals,IND::Other Electrical Equipment/Products::B
GRAVITA,IND::Heavy Electrical Equipment::B,Heavy Electrical Equipment · Group 2,Heavy Electrical Equipment,secondary,2,0.2686,0.463,0.185,38.0,Industrials,Other Non-Ferrous Metals,IND::Other Electrical Equipment/Products::B
GREAVESCOT,IND::Auto Parts & Equipment::A,Auto Parts & Equipment · Group 4,Auto Parts & Equipment,primary,1,1.0,,,,Industrials,Auto Parts & Equipment,IND::Auto Parts & Equipment::A
GREENLAM,IND::Furniture-Furnishing-Paints,Furniture-furnishing-paints,Furniture-furnishing-paints,primary,1,1.0,,,,Consumer Cyclical,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
GREENLAM,IND::Other Apparels & Accessories,Other Apparels & Accessories,Other Apparels & Accessories,secondary,2,0.1863,0.3036,0.0875,50.0,Consumer Cyclical,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
GREENLAM,IND::Household Appliances,Household Appliances,Household Appliances,secondary,3,0.1607,0.3067,0.18,50.0,Consumer Cyclical,Furniture-Furnishing-Paints,IND::Furniture-Furnishing-Paints
GREENPANEL,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,Basic Materials,Forest Products,IND::Forest Products
GREENPLY,IND::Forest Products,Forest Products,Forest Products,primary,1,1.0,,,,Basic Materials,Forest Products,IND::Forest Products
GREENPLY,IND::Agrochemicals,Agrochemicals,Agrochemicals,secondary,2,0.1928,0.3418,0.155,50.0,Basic Materials,Forest Products,IND::Forest Products
GRINDWELL,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
GRINDWELL,IND::Plastic Products,Plastic Products,Plastic Products,secondary,2,0.1776,0.3094,0.13,50.0,Industrials,Other Industrial Products,IND::Other Industrial Products
GRINFRA,IND::Roads & Highways,Roads & Highways,Roads & Highways,primary,1,1.0,,,,Industrials,Roads & Highways,IND::Roads & Highways
GROWW,UNCLASSIFIED::B::A::B::NoRank::2,Cross-sector (no Rank) · Group 2,Cross-sector (no Rank),primary,1,1.0,,,,,,UNCLASSIFIED::B::A::B::NoRank::2
GRSE,IND::Shipping,Shipping,Shipping,primary,1,1.0,,,,Industrials,Shipping,IND::Shipping
GRSE,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,secondary,2,0.2892,0.486,0.17,46.0,Industrials,Shipping,IND::Shipping
GRSE,IND::Defence,Defence,Defence,secondary,3,0.2796,0.4551,0.13,46.0,Industrials,Shipping,IND::Shipping
GRWRHITECH,IND::Containers & Packaging,Containers & Packaging,Containers & Packaging,primary,1,1.0,,,,Basic Materials,Containers & Packaging,IND::Containers & Packaging
GSPL,IND::Utilities:Non-Electrical,Utilities:non-electrical,Utilities:non-electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
GUFICBIO,IND::Pharmaceuticals::B::B,Pharmaceuticals · Group 1,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::B
GUJGASLTD,IND::Utilities:Non-Electrical,Utilities:non-electrical,Utilities:non-electrical,primary,1,1.0,,,,Utilities,Utilities:Non-Electrical,IND::Utilities:Non-Electrical
GULFOILLUB,IND::Oil Marketing & Distribution,Oil Marketing & Distribution,Oil Marketing & Distribution,primary,1,1.0,,,,Basic Materials,Oil Marketing & Distribution,IND::Oil Marketing & Distribution
GVT&D,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,,,IND::Asset Management Cos.
HAL,IND::Defence,Defence,Defence,primary,1,1.0,,,,Industrials,Defence,IND::Defence
HAL,IND::Shipping,Shipping,Shipping,secondary,2,0.3678,0.5608,0.0825,50.0,Industrials,Defence,IND::Defence
HAL,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,secondary,3,0.3435,0.57,0.185,50.0,Industrials,Defence,IND::Defence
HAPPSTMNDS,IND::IT Consulting & Software::B::A,IT Consulting & Software · Group 5,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::A
HAPPYFORGE,IND::Other Industrial Products,Other Industrial Products,Other Industrial Products,primary,1,1.0,,,,Industrials,Other Industrial Products,IND::Other Industrial Products
HAPPYFORGE,IND::Shipping,Shipping,Shipping,secondary,2,0.2495,0.4046,0.1125,30.0,Industrials,Other Industrial Products,IND::Other Industrial Products
HAPPYFORGE,IND::Roads & Highways,Roads & Highways,Roads & Highways,secondary,3,0.2229,0.3838,0.1525,30.0,Industrials,Other Industrial Products,IND::Other Industrial Products
HATSUN,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
HAVELLS,IND::Other Electrical Equipment/Products::B,Other Electrical Equipment / Products · Group 1,Other Electrical Equipment / Products,primary,1,1.0,,,,Industrials,Other Electrical Equipment/Products,IND::Other Electrical Equipment/Products::B
HCG,IND::Healthcare Facilities,Healthcare Facilities,Healthcare Facilities,primary,1,1.0,,,,Healthcare,Healthcare Facilities,IND::Healthcare Facilities
HCLTECH,IND::IT Consulting & Software::B::B::A::B,IT Consulting & Software · Group 1,IT Consulting & Software,primary,1,1.0,,,,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
HCLTECH,IND::IT Consulting & Software::B::B::A::A,IT Consulting & Software · Group 2,IT Consulting & Software,secondary,2,0.3364,0.5535,0.17,50.0,Technology,IT Consulting & Software,IND::IT Consulting & Software::B::B::A::B
HDBFS,UNCLASSIFIED::B::B::A::B::B,Cross-sector · Group 3,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::A::B::B
HDFCAMC,IND::Asset Management Cos.,Asset Management Cos.,Asset Management Cos.,primary,1,1.0,,,,Financial Services,Asset Management Cos.,IND::Asset Management Cos.
HDFCAMC,IND::Banks::B::B,Banks · Group 1,Banks,secondary,2,0.1876,0.3344,0.155,50.0,Financial Services,Asset Management Cos.,IND::Asset Management Cos.
HDFCBANK,IND::Banks::A,Banks · Group 2,Banks,primary,1,1.0,,,,Financial Services,Banks,IND::Banks::A
HDFCLIFE,IND::Life Insurance,Life Insurance,Life Insurance,primary,1,1.0,,,,Financial Services,Life Insurance,IND::Life Insurance
HEG,IND::Other Industrial Goods,Other Industrial Goods,Other Industrial Goods,primary,1,1.0,,,,Industrials,Other Industrial Goods,IND::Other Industrial Goods
HERITGFOOD,IND::Packaged Foods,Packaged Foods,Packaged Foods,primary,1,1.0,,,,Consumer Defensive,Packaged Foods,IND::Packaged Foods
HEROMOTOCO,IND::2/3 Wheelers,2 / 3 Wheelers,2 / 3 Wheelers,primary,1,1.0,,,,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
HEROMOTOCO,IND::Auto Parts & Equipment::B::B::A,Auto Parts & Equipment · Group 2,Auto Parts & Equipment,secondary,2,0.2841,0.4787,0.17,50.0,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
HEROMOTOCO,IND::Auto Parts & Equipment::B::A,Auto Parts & Equipment · Group 1,Auto Parts & Equipment,secondary,3,0.2417,0.4192,0.1725,50.0,Consumer Cyclical,2/3 Wheelers,IND::2/3 Wheelers
HEXT,UNCLASSIFIED::B::B::B::A,Cross-sector · Group 6,Cross-sector,primary,1,1.0,,,,,,UNCLASSIFIED::B::B::B::A
HEXT,UNCLASSIFIED::B::B::B::B,Cross-sector · Group 7,Cross-sector,secondary,2,0.2848,0.4304,0.055,9.0,,,UNCLASSIFIED::B::B::B::A
HGINFRA,IND::Construction & Engineering,Construction & Engineering,Construction & Engineering,primary,1,1.0,,,,Industrials,Construction & Engineering,IND::Construction & Engineering
HGINFRA,IND::Plastic Products,Plastic Products,Plastic Products,secondary,2,0.1891,0.3516,0.19,50.0,Industrials,Construction & Engineering,IND::Construction & Engineering
HGINFRA,IND::Industrial Machinery::B,Industrial Machinery · Group 2,Industrial Machinery,secondary,3,0.1747,0.3011,0.12,50.0,Industrials,Construction & Engineering,IND::Construction & Engineering
HIKAL,IND::Pharmaceuticals::B::A::B::A,Pharmaceuticals · Group 3,Pharmaceuticals,primary,1,1.0,,,,Healthcare,Pharmaceuticals,IND::Pharmaceuticals::B::A::B::A
HINDALCO,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,primary,1,1.0,,,,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
HINDALCO,IND::Iron & Steel/Interm.Products,Iron & Steel / Interm.products,Iron & Steel / Interm.products,secondary,2,0.4223,0.6525,0.115,50.0,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
HINDALCO,IND::Mining,Mining,Mining,secondary,3,0.3393,0.5319,0.11,50.0,Basic Materials,Aluminium and Aluminium Products,IND::Aluminium and Aluminium Products
HINDCOPPER,IND::Aluminium and Aluminium Products,Aluminium And Aluminium Products,Aluminium And Aluminium Products,primary,1,1.0,,,,Basic Materials,Copper,IND::Aluminium and Aluminium Products
